goal_code	goal_labelEN	goal_descEN	target_code	target_descEN	indicator_code	indicator_reference	indicator_descEN	series_release	series_tags	series	seriesDescription	geoAreaCode	geoAreaName	level	parentCode	parentName	type	X	Y	ISO3	UN_Member	Country_Profile	timeCoverage	geoInfoUrl	years	min_year	max_year	n_years	unitsCode	unitsDesc	reportingTypeCode	reportingTypeDesc	value_1995	value_2000	value_2005	value_2010	value_2012	value_2014	value_2016	value_2017	value_2018	value_2019	latest_value	basePeriod	valueDetails	footnotes	sources	timeDetails	nature
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.5	By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed	C020501	2.5.1	Number of plant and animal genetic resources for food and agriculture secured in either medium- or long-term conservation facilities	2020.Q2.G.03	['sustainable agriculture', 'genetic resources']	ER_GRF_PLNTSTOR	Plant breeds for which sufficient genetic resources are stored (number)	246	Finland	4	154	Northern Europe	Country	23.308447	61.91586738	FIN	1	1			[1995, 2000, 2005, 2010, 2012, 2014, 2016, 2017, 2018, 2019]	1995	2019	10	NUMBER	Number	G	Global	932.0	939.0	990.0	1050.0	1076.0	1083.0	655.0	656.0	703.0	694.0	694.0			[1995,2000,2005,2010,2012]: Estimate based on the acquisition date of each conserved accession as reported in 2014. Additional holdings conserved at the regional genebank of the Nordic countries, NORDGEN, are accounted for in the regional sub-group. // [2014,2016-2019]: Additional holdings conserved at the regional genebank of the Nordic countries, NORDGEN, are accounted for in the regional sub-group.	FAO-WIEWS (http://www.fao.org/wiews)		[1995,2000,2005,2010,2012]: E: Estimated data // [2014,2016-2019]: C: Country data
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.5	By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed	C020501	2.5.1	Number of plant and animal genetic resources for food and agriculture secured in either medium- or long-term conservation facilities	2020.Q2.G.03	['sustainable agriculture', 'genetic resources']	ER_GRF_PLNTSTOR	Plant breeds for which sufficient genetic resources are stored (number)	250	France	4	155	Western Europe	Country	2.457288129	46.62660861	FRA	1	1			[1995, 2000, 2005, 2010, 2012, 2014, 2016, 2017, 2018, 2019]	1995	2019	10	NUMBER	Number	G	Global	19139.0	20125.0	20592.0	21316.0	21517.0	21832.0	21832.0	21832.0	21832.0	21814.0	21814.0			[1995,2000,2005,2010,2012,2014,2016-2017]: Estimate based on the acquisition date of each conserved accession as reported in 2018.	FAO-WIEWS (http://www.fao.org/wiews) and EURISCO (http://eurisco.ipk-gatersleben.de)		[1995,2000,2005,2010,2012,2014,2016-2017]: E: Estimated data // [2018-2019]: C: Country data
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.5	By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed	C020501	2.5.1	Number of plant and animal genetic resources for food and agriculture secured in either medium- or long-term conservation facilities	2020.Q2.G.03	['sustainable agriculture', 'genetic resources']	ER_GRF_PLNTSTOR	Plant breeds for which sufficient genetic resources are stored (number)	268	Georgia	4	145	Western Asia	Country	43.3713615	42.04813028	GEO	1	1			[1995, 2000, 2005, 2010, 2012, 2014, 2016, 2017, 2018, 2019]	1995	2019	10	NUMBER	Number	G	Global	311.0	398.0	440.0	440.0	440.0	440.0	440.0	440.0	440.0	440.0	440.0			[1995,2000,2005]: Estimate based on the acquisition date of each conserved accession as reported in 2008. // [2010,2012,2014,2016-2019]: Estimate based on 2008 report.	FAO-WIEWS (http://www.fao.org/wiews) and EURISCO (http://eurisco.ipk-gatersleben.de)		E: Estimated data
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.5	By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed	C020501	2.5.1	Number of plant and animal genetic resources for food and agriculture secured in either medium- or long-term conservation facilities	2020.Q2.G.03	['sustainable agriculture', 'genetic resources']	ER_GRF_PLNTSTOR	Plant breeds for which sufficient genetic resources are stored (number)	276	Germany	4	155	Western Europe	Country	10.3806066	51.08862743	DEU	1	1			[1995, 2000, 2005, 2010, 2012, 2014, 2016, 2017, 2018, 2019]	1995	2019	10	NUMBER	Number	G	Global	105073.0	114239.0	163268.0	168576.0	172678.0	174001.0	174140.0	177387.0	179355.0	181483.0	181483.0			[1995,2000,2005,2010,2012]: Estimate based on the acquisition date of each conserved accession as reported in 2014.	FAO-WIEWS (http://www.fao.org/wiews)		[1995,2000,2005,2010,2012]: E: Estimated data // [2014,2016-2019]: C: Country data
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.5	By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed	C020501	2.5.1	Number of plant and animal genetic resources for food and agriculture secured in either medium- or long-term conservation facilities	2020.Q2.G.03	['sustainable agriculture', 'genetic resources']	ER_GRF_PLNTSTOR	Plant breeds for which sufficient genetic resources are stored (number)	300	Greece	4	39	Southern Europe	Country	22.58307827	39.47301873	GRC	1	1			[1995, 2000, 2005, 2010, 2012, 2014, 2016, 2017, 2018, 2019]	1995	2019	10	NUMBER	Number	G	Global	6184.0	6272.0	6272.0	6272.0	6272.0	6272.0	6272.0	6272.0	6272.0	7136.0	7136.0			[1995,2000,2005,2010,2012]: Estimate based on the acquisition date of each conserved accession as reported in 2014. // [2017-2018]: Estimate based on 2016 report.	FAO-WIEWS (http://www.fao.org/wiews) and EURISCO (http://eurisco.ipk-gatersleben.de)		[1995,2000,2005,2010,2012,2017-2018]: E: Estimated data // [2014,2016,2019]: C: Country data
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.5	By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed	C020501	2.5.1	Number of plant and animal genetic resources for food and agriculture secured in either medium- or long-term conservation facilities	2020.Q2.G.03	['sustainable agriculture', 'genetic resources']	ER_GRF_PLNTSTOR	Plant breeds for which sufficient genetic resources are stored (number)	31	Azerbaijan	4	145	Western Asia	Country	50.01064725	40.39229544	AZE	1	1			[1995, 2000, 2005, 2010, 2012, 2014, 2016, 2017, 2018, 2019]	1995	2019	10	NUMBER	Number	G	Global	6075.0	6649.0	9133.0	11392.0	11827.0	11839.0	12712.0	12712.0	12712.0	13610.0	13610.0			[1995,2000,2005,2010,2012]: Estimate based on the acquisition date of each conserved accession as reported in 2014. // [2018]: Estimate based on 2017 report.	FAO-WIEWS (http://www.fao.org/wiews) and EURISCO (http://eurisco.ipk-gatersleben.de)		[1995,2000,2005,2010,2012,2018]: E: Estimated data // [2014,2016-2017,2019]: C: Country data
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.5	By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed	C020501	2.5.1	Number of plant and animal genetic resources for food and agriculture secured in either medium- or long-term conservation facilities	2020.Q2.G.03	['sustainable agriculture', 'genetic resources']	ER_GRF_PLNTSTOR	Plant breeds for which sufficient genetic resources are stored (number)	32	Argentina	5	5	South America	Country	-65.14563274	-35.19446255	ARG	1	1			[1995, 2000, 2005, 2010, 2012, 2014, 2016, 2017, 2018, 2019]	1995	2019	10	NUMBER	Number	G	Global	936.0	1039.0	1900.0	4235.0	4832.0	5595.0	5717.0	5790.0	5953.0	5947.0	5947.0			[1995,2000,2005,2010,2012,2014,2016-2017]: Estimate based on the acquisition date of each conserved accession as reported in 2016.	FAO-WIEWS (http://www.fao.org/wiews)		[1995,2000,2005,2010,2012,2014,2016-2017]: E: Estimated data // [2018-2019]: C: Country data
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.5	By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed	C020501	2.5.1	Number of plant and animal genetic resources for food and agriculture secured in either medium- or long-term conservation facilities	2020.Q2.G.03	['sustainable agriculture', 'genetic resources']	ER_GRF_PLNTSTOR	Plant breeds for which sufficient genetic resources are stored (number)	328	Guyana	5	5	South America	Country	-58.97322037	4.788012784	GUY	1	1			[1995, 2000, 2005, 2010, 2012, 2014, 2016, 2017, 2018, 2019]	1995	2019	10	NUMBER	Number	G	Global	200.0	609.0	651.0	837.0	1023.0	1210.0	1210.0	1210.0	1295.0	1294.0	1294.0			[1995,2000,2005,2010,2012]: Estimate based on the acquisition date of each conserved accession as reported in 2014. // [2017]: Estimate based on 2016 report.	FAO-WIEWS (http://www.fao.org/wiews)		[1995,2000,2005,2010,2012,2017]: E: Estimated data // [2014,2016,2018-2019]: C: Country data
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.5	By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed	C020501	2.5.1	Number of plant and animal genetic resources for food and agriculture secured in either medium- or long-term conservation facilities	2020.Q2.G.03	['sustainable agriculture', 'genetic resources']	ER_GRF_PLNTSTOR	Plant breeds for which sufficient genetic resources are stored (number)	34	Southern Asia	3	142	Asia	Region								[1995, 2000, 2005, 2010, 2012, 2014, 2016, 2017, 2018, 2019]	1995	2019	10	NUMBER	Number	G	Global	227997.0	288024.0	393117.0	433828.0	449067.0	458651.0	476112.0	478688.0	485276.0	491901.0	491901.0			Estimate based on the acquisition date of each conserved accession as reported in 2014, 2016, 2017, 2018 and 2019. Holdings of the regional centre are included, as applicable.	FAO-WIEWS (http://www.fao.org/wiews)		E: Estimated data
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.5	By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed	C020501	2.5.1	Number of plant and animal genetic resources for food and agriculture secured in either medium- or long-term conservation facilities	2020.Q2.G.03	['sustainable agriculture', 'genetic resources']	ER_GRF_PLNTSTOR	Plant breeds for which sufficient genetic resources are stored (number)	348	Hungary	4	151	Eastern Europe	Country	19.41221519	47.1651448	HUN	1	1			[1995, 2000, 2005, 2010, 2012, 2014, 2016, 2017, 2018, 2019]	1995	2019	10	NUMBER	Number	G	Global	37885.0	41435.0	46389.0	46750.0	46750.0	46750.0	46750.0	49367.0	49367.0	49393.0	49393.0			[1995,2000,2005]: Estimate based on the acquisition date of each conserved accession as reported in 2009. // [2012,2014,2016-2018]: Estimate based on 2009 report.	FAO-WIEWS (http://www.fao.org/wiews) and EURISCO (http://eurisco.ipk-gatersleben.de)		[1995,2000,2005,2012,2014,2016-2018]: E: Estimated data // [2010,2019]: C: Country data
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.5	By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed	C020501	2.5.1	Number of plant and animal genetic resources for food and agriculture secured in either medium- or long-term conservation facilities	2020.Q2.G.03	['sustainable agriculture', 'genetic resources']	ER_GRF_PLNTSTOR	Plant breeds for which sufficient genetic resources are stored (number)	356	India	4	34	Southern Asia	Country	79.3608464	22.34642074	IND	1	1			[1995, 2000, 2005, 2010, 2012, 2014, 2016, 2017, 2018, 2019]	1995	2019	10	NUMBER	Number	G	Global	191449.0	241668.0	338637.0	369412.0	378841.0	382216.0	395003.0	396965.0	401727.0	405923.0	405923.0			[1995,2000,2005,2010,2012]: Estimate based on the acquisition date of each conserved accession as reported in 2014.	FAO-WIEWS (http://www.fao.org/wiews)		[1995,2000,2005,2010,2012]: E: Estimated data // [2014,2016-2019]: C: Country data
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.5	By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed	C020501	2.5.1	Number of plant and animal genetic resources for food and agriculture secured in either medium- or long-term conservation facilities	2020.Q2.G.03	['sustainable agriculture', 'genetic resources']	ER_GRF_PLNTSTOR	Plant breeds for which sufficient genetic resources are stored (number)	36	Australia	4	53	Australia and New Zealand	Country	134.3499412	-25.57717202	AUS	1	1			[1995, 2000, 2005, 2010, 2012, 2014, 2016, 2017, 2018, 2019]	1995	2019	10	NUMBER	Number	G	Global	147499.0	170542.0	202067.0	211278.0	215768.0	217995.0	221780.0	222797.0	223137.0	248882.0	248882.0			[1995,2000,2005,2010,2012,2014]: Estimate based on the acquisition date of each conserved accession as reported in 2016.	[1995,2000,2005,2010,2012,2014,2016-2017]: FAO-WIEWS (http://www.fao.org/wiews) // [2018-2019]: Genesys (https://www.genesys-pgr.org)		[1995,2000,2005,2010,2012,2014]: E: Estimated data // [2016-2019]: C: Country data
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.5	By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed	C020501	2.5.1	Number of plant and animal genetic resources for food and agriculture secured in either medium- or long-term conservation facilities	2020.Q2.G.03	['sustainable agriculture', 'genetic resources']	ER_GRF_PLNTSTOR	Plant breeds for which sufficient genetic resources are stored (number)	372	Ireland	4	154	Northern Europe	Country	-7.121425272	53.25274054	IRL	1	1			[1995, 2000, 2005, 2010, 2012, 2014, 2016, 2017, 2018, 2019]	1995	2019	10	NUMBER	Number	G	Global	978.0	1044.0	1077.0	1350.0	1421.0	1421.0	1421.0	1421.0	1421.0	1421.0	1421.0			[1995,2000,2005,2010]: Estimate based on the acquisition date of each conserved accession as reported in 2011. // [2014,2016-2018]: Estimate based on 2011 report.	FAO-WIEWS (http://www.fao.org/wiews) and EURISCO (http://eurisco.ipk-gatersleben.de)		[1995,2000,2005,2010,2014,2016-2018]: E: Estimated data // [2012,2019]: C: Country data
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.5	By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed	C020501	2.5.1	Number of plant and animal genetic resources for food and agriculture secured in either medium- or long-term conservation facilities	2020.Q2.G.03	['sustainable agriculture', 'genetic resources']	ER_GRF_PLNTSTOR	Plant breeds for which sufficient genetic resources are stored (number)	376	Israel	4	145	Western Asia	Country	34.62277992	31.06164552	ISR	1	1			[1995, 2000, 2005, 2010, 2012, 2014, 2016, 2017, 2018, 2019]	1995	2019	10	NUMBER	Number	G	Global	26464.0	26464.0	26464.0	26464.0	26464.0	26464.0	26464.0	26753.0	26753.0	26753.0	26753.0			[1995,2000,2005,2010,2012]: Estimate based on the acquisition date of each conserved accession as reported in 2014. // [2016]: Estimate based on 2014 report. // [2018]: Estimate based on 2017 report.	FAO-WIEWS (http://www.fao.org/wiews) and EURISCO (http://eurisco.ipk-gatersleben.de)		[1995,2000,2005,2010,2012,2016,2018]: E: Estimated data // [2014,2017,2019]: C: Country data
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.5	By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed	C020501	2.5.1	Number of plant and animal genetic resources for food and agriculture secured in either medium- or long-term conservation facilities	2020.Q2.G.03	['sustainable agriculture', 'genetic resources']	ER_GRF_PLNTSTOR	Plant breeds for which sufficient genetic resources are stored (number)	380	Italy	4	39	Southern Europe	Country	12.57022427	42.79917282	ITA	1	1			[1995, 2000, 2005, 2010, 2012, 2014, 2016, 2017, 2018, 2019]	1995	2019	10	NUMBER	Number	G	Global	42301.0	44247.0	47264.0	49707.0	50162.0	50599.0	50896.0	51095.0	51095.0	51759.0	51759.0			[1995,2000,2005,2010,2012,2014,2016-2017]: Estimate based on the acquisition date of each conserved accession as reported in 2018.	FAO-WIEWS (http://www.fao.org/wiews) and EURISCO (http://eurisco.ipk-gatersleben.de)		[1995,2000,2005,2010,2012,2014,2016-2017]: E: Estimated data // [2018-2019]: C: Country data
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.5	By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed	C020501	2.5.1	Number of plant and animal genetic resources for food and agriculture secured in either medium- or long-term conservation facilities	2020.Q2.G.03	['sustainable agriculture', 'genetic resources']	ER_GRF_PLNTSTOR	Plant breeds for which sufficient genetic resources are stored (number)	39	Southern Europe	3	150	Europe	Region								[1995, 2000, 2005, 2010, 2012, 2014, 2016, 2017, 2018, 2019]	1995	2019	10	NUMBER	Number	G	Global	136902.0	143426.0	151767.0	159745.0	161664.0	163359.0	164390.0	180935.0	182644.0	183033.0	183033.0			Estimate based on the acquisition date of each conserved accession as reported in 2014, 2016, 2017, 2018 and 2019. Holdings of the regional centre are included, as applicable.	FAO-WIEWS (http://www.fao.org/wiews) and EURISCO (http://eurisco.ipk-gatersleben.de)		E: Estimated data
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.5	By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed	C020501	2.5.1	Number of plant and animal genetic resources for food and agriculture secured in either medium- or long-term conservation facilities	2020.Q2.G.03	['sustainable agriculture', 'genetic resources']	ER_GRF_PLNTSTOR	Plant breeds for which sufficient genetic resources are stored (number)	392	Japan	4	30	Eastern Asia	Country	139.2716103	36.6554539	JPN	1	1			[1995, 2000, 2005, 2010, 2012, 2014, 2016, 2017, 2018, 2019]	1995	2019	10	NUMBER	Number	G	Global	121138.0	170588.0	191618.0	203719.0	208824.0	214317.0	220061.0	221328.0	223069.0	224353.0	224353.0			[1995,2000,2005,2010,2012,2014,2016-2017]: Estimate based on the acquisition date of each conserved accession as reported in 2018.	FAO-WIEWS (http://www.fao.org/wiews)		[1995,2000,2005,2010,2012,2014,2016-2017]: E: Estimated data // [2018-2019]: C: Country data
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.5	By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed	C020501	2.5.1	Number of plant and animal genetic resources for food and agriculture secured in either medium- or long-term conservation facilities	2020.Q2.G.03	['sustainable agriculture', 'genetic resources']	ER_GRF_PLNTSTOR	Plant breeds for which sufficient genetic resources are stored (number)	4	Afghanistan	4	34	Southern Asia	Country	66.02688198	33.83160199	AFG	1	1			[1995, 2000, 2005, 2010, 2012, 2014, 2016, 2017, 2018, 2019]	1995	2019	10	NUMBER	Number	G	Global	0.0	0.0	0.0	757.0	811.0	943.0	953.0	953.0	953.0	953.0	953.0			[2010,2012,2014]: Estimate based on the acquisition date of each conserved accession as reported in 2016. // [2017-2019]: Estimate based on 2016 report.	FAO-WIEWS (http://www.fao.org/wiews)		[1995,2000,2005,2016]: C: Country data // [2010,2012,2014,2017-2019]: E: Estimated data
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.5	By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed	C020501	2.5.1	Number of plant and animal genetic resources for food and agriculture secured in either medium- or long-term conservation facilities	2020.Q2.G.03	['sustainable agriculture', 'genetic resources']	ER_GRF_PLNTSTOR	Plant breeds for which sufficient genetic resources are stored (number)	40	Austria	4	155	Western Europe	Country	14.14172472	47.58704857	AUT	1	1			[1995, 2000, 2005, 2010, 2012, 2014, 2016, 2017, 2018, 2019]	1995	2019	10	NUMBER	Number	G	Global	5874.0	7116.0	9982.0	11557.0	11669.0	11722.0	11964.0	11964.0	11964.0	11964.0	11964.0			[1995,2000,2005,2010,2012]: Estimate based on the acquisition date of each conserved accession as reported in 2014. // [2018-2019]: Estimate based on 2017 report.	FAO-WIEWS (http://www.fao.org/wiews) and EURISCO (http://eurisco.ipk-gatersleben.de)		[1995,2000,2005,2010,2012,2018-2019]: E: Estimated data // [2014,2016-2017]: C: Country data
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.5	By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed	C020501	2.5.1	Number of plant and animal genetic resources for food and agriculture secured in either medium- or long-term conservation facilities	2020.Q2.G.03	['sustainable agriculture', 'genetic resources']	ER_GRF_PLNTSTOR	Plant breeds for which sufficient genetic resources are stored (number)	400	Jordan	4	145	Western Asia	Country	37.13024774	30.65365973	JOR	1	1			[1995, 2000, 2005, 2010, 2012, 2014, 2016, 2017, 2018, 2019]	1995	2019	10	NUMBER	Number	G	Global	43.0	1257.0	3084.0	3701.0	3981.0	3981.0	3985.0	3985.0	4829.0	4748.0	4748.0			[1995,2000,2005,2010,2012]: Estimate based on the acquisition date of each conserved accession as reported in 2014. // [2016-2017]: Estimate based on 2016 report.	FAO-WIEWS (http://www.fao.org/wiews)		[1995,2000,2005,2010,2012,2016-2017]: E: Estimated data // [2014,2018-2019]: C: Country data
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.5	By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed	C020501	2.5.1	Number of plant and animal genetic resources for food and agriculture secured in either medium- or long-term conservation facilities	2020.Q2.G.03	['sustainable agriculture', 'genetic resources']	ER_GRF_PLNTSTOR	Plant breeds for which sufficient genetic resources are stored (number)	404	Kenya	5	14	Eastern Africa	Country	37.86096816	0.534797278	KEN	1	1			[1995, 2000, 2005, 2010, 2012, 2014, 2016, 2017, 2018, 2019]	1995	2019	10	NUMBER	Number	G	Global	43722.0	44790.0	47726.0	49396.0	49505.0	50068.0	50323.0	50323.0	51023.0	51405.0	51405.0			[1995,2000,2005,2010,2012]: Estimate based on the acquisition date of each conserved accession as reported in 2014. // [2017]: Estimate based on 2016 report.	FAO-WIEWS (http://www.fao.org/wiews)		[1995,2000,2005,2010,2012,2017]: E: Estimated data // [2014,2016,2018-2019]: C: Country data
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.5	By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed	C020501	2.5.1	Number of plant and animal genetic resources for food and agriculture secured in either medium- or long-term conservation facilities	2020.Q2.G.03	['sustainable agriculture', 'genetic resources']	ER_GRF_PLNTSTOR	Plant breeds for which sufficient genetic resources are stored (number)	419	Latin America and the Caribbean	3	19	Americas	Region								[1995, 2000, 2005, 2010, 2012, 2014, 2016, 2017, 2018, 2019]	1995	2019	10	NUMBER	Number	G	Global	214972.0	247664.0	280937.0	340956.0	374372.0	390408.0	404390.0	408603.0	410529.0	407775.0	407775.0			[1995,2000]: Estimate based on the acquisition date of each conserved accession as reported in 2014, 2016, 2017, 2018 and 2019. Holdings of the regional centre are included, as applicable. // [2005,2010,2012,2014,2016-2019]: Estimate based on the acquisition date of each conserved accession as reported in 2014, 2016, 2017, 2018 and 2019. Holdings of the regional centre are included.	FAO-WIEWS (http://www.fao.org/wiews) and Genesys (https://www.genesys-pgr.org)		E: Estimated data
2	Goal 2	End hunger, achieve food security and improved nutrition and promote sustainable agriculture	2.5	By 2020, maintain the genetic diversity of seeds, cultivated plants and farmed and domesticated animals and their related wild species, including through soundly managed and diversified seed and plant banks at the national, regional and international levels, and promote access to and fair and equitable sharing of benefits arising from the utilization of genetic resources and associated traditional knowledge, as internationally agreed	C020501	2.5.1	Number of plant and animal genetic resources for food and agriculture secured in either medium- or long-term conservation facilities	2020.Q2.G.03	['sustainable agriculture', 'genetic resources']	ER_GRF_PLNTSTOR	Plant breeds for which sufficient genetic resources are stored (number)	422	Lebanon	4	145	Western Asia	Country	35.89391711	33.92152458	LBN	1	1			[1995, 2000, 2005, 2010, 2012, 2014, 2016, 2017, 2018, 2019]	1995	2019	10	NUMBER	Number	G	Global	1.0	1.0	5.0	8.0	16.0	1547.0	1785.0	1959.0	1959.0	2114.0	2114.0			[1995,2000,2005,2010,2012]: Estimate based on the acquisition date of each conserved accession as reported in 2014. // [2018]: Estimate based on 2017 report.	FAO-WIEWS (http://www.fao.org/wiews)		[1995,2000,2005,2010,2012,2018]: E: Estimated data // [2014,2016-2017,2019]: C: Country data
