series	seriesDescription	geoAreaCode	geoAreaName	timePeriodStart	value	valueType	time_detail	upperBound	lowerBound	basePeriod	source	footnotes	Nature	Units	Age	Sex	Reporting Type
VC_HTF_DETVOG	Detected victims of human trafficking for removal of organ, by age and sex (number)	68	Bolivia (Plurinational State of)	2016.0	0	Float					GLOTIP Database	['Data in reference to one country but derived from different types of sources should not be compared between them.\n']	C	NUMBER	18+	MALE	G
VC_HTF_DETVOG	Detected victims of human trafficking for removal of organ, by age and sex (number)	68	Bolivia (Plurinational State of)	2016.0	0	Float					GLOTIP Database	['Data in reference to one country but derived from different types of sources should not be compared between them.\n']	C	NUMBER	<18Y	FEMALE	G
VC_HTF_DETVOG	Detected victims of human trafficking for removal of organ, by age and sex (number)	68	Bolivia (Plurinational State of)	2016.0	0	Float					GLOTIP Database	['Data in reference to one country but derived from different types of sources should not be compared between them.\n']	C	NUMBER	<18Y	MALE	G
VC_HTF_DETVOG	Detected victims of human trafficking for removal of organ, by age and sex (number)	68	Bolivia (Plurinational State of)	2016.0	0	Float					GLOTIP Database	['Data in reference to one country but derived from different types of sources should not be compared between them.\n']	C	NUMBER	18+	FEMALE	G
VC_HTF_DETVOG	Detected victims of human trafficking for removal of organ, by age and sex (number)	68	Bolivia (Plurinational State of)	2016.0	0	Float					GLOTIP Database	['Data in reference to one country but derived from different types of sources should not be compared between them.\n']	C	NUMBER	ALLAGE	MALE	G
VC_HTF_DETVOG	Detected victims of human trafficking for removal of organ, by age and sex (number)	68	Bolivia (Plurinational State of)	2016.0	0	Float					GLOTIP Database	['Data in reference to one country but derived from different types of sources should not be compared between them.\n']	C	NUMBER	ALLAGE	FEMALE	G
VC_HTF_DETVOG	Detected victims of human trafficking for removal of organ, by age and sex (number)	68	Bolivia (Plurinational State of)	2016.0	0	Float					GLOTIP Database	['Data in reference to one country but derived from different types of sources should not be compared between them.\n']	C	NUMBER	ALLAGE	BOTHSEX	G
VC_HTF_DETVOG	Detected victims of human trafficking for removal of organ, by age and sex (number)	68	Bolivia (Plurinational State of)	2017.0	1	Float					GLOTIP Database	['Data in reference to one country but derived from different types of sources should not be compared between them.\n']	C	NUMBER	ALLAGE	FEMALE	G
VC_HTF_DETVOG	Detected victims of human trafficking for removal of organ, by age and sex (number)	68	Bolivia (Plurinational State of)	2017.0	0	Float					GLOTIP Database	['Data in reference to one country but derived from different types of sources should not be compared between them.\n']	C	NUMBER	<18Y	MALE	G
VC_HTF_DETVOG	Detected victims of human trafficking for removal of organ, by age and sex (number)	68	Bolivia (Plurinational State of)	2017.0	1	Float					GLOTIP Database	['Data in reference to one country but derived from different types of sources should not be compared between them.\n']	C	NUMBER	18+	FEMALE	G
VC_HTF_DETVOG	Detected victims of human trafficking for removal of organ, by age and sex (number)	68	Bolivia (Plurinational State of)	2017.0	0	Float					GLOTIP Database	['Data in reference to one country but derived from different types of sources should not be compared between them.\n']	C	NUMBER	<18Y	FEMALE	G
VC_HTF_DETVOG	Detected victims of human trafficking for removal of organ, by age and sex (number)	68	Bolivia (Plurinational State of)	2017.0	1	Float					GLOTIP Database	['Data in reference to one country but derived from different types of sources should not be compared between them.\n']	C	NUMBER	18+	MALE	G
VC_HTF_DETVOG	Detected victims of human trafficking for removal of organ, by age and sex (number)	68	Bolivia (Plurinational State of)	2017.0	1	Float					GLOTIP Database	['Data in reference to one country but derived from different types of sources should not be compared between them.\n']	C	NUMBER	ALLAGE	MALE	G
VC_HTF_DETVOG	Detected victims of human trafficking for removal of organ, by age and sex (number)	68	Bolivia (Plurinational State of)	2017.0	2	Float					GLOTIP Database	['Data in reference to one country but derived from different types of sources should not be compared between them.\n']	C	NUMBER	ALLAGE	BOTHSEX	G
